vg,vd,id
0.600000,1.000000,3.401845031573e-06
0.650000,1.000000,5.721985321777e-06
0.700000,1.000000,8.011960300228e-06
0.750000,1.000000,1.137125563419e-05
0.800000,1.000000,1.511807675657e-05
0.850000,1.000000,2.008942280584e-05
0.900000,1.000000,2.461633855019e-05
0.950000,1.000000,2.883676718635e-05
1.000000,1.000000,3.605209703374e-05
1.050000,1.000000,4.264919372300e-05
1.100000,1.000000,4.838965333812e-05
1.150000,1.000000,5.552364638622e-05
1.200000,1.000000,6.351166146765e-05
1.250000,1.000000,6.874825961909e-05
1.300000,1.000000,8.177371810163e-05
1.350000,1.000000,9.145584635929e-05
1.400000,1.000000,9.825725397295e-05
1.450000,1.000000,1.083874688825e-04
1.500000,1.000000,1.113191368697e-04
1.550000,1.000000,1.239313176596e-04
1.600000,1.000000,1.340748617416e-04
1.650000,1.000000,1.549700568537e-04
1.700000,1.000000,1.486925104500e-04
1.750000,1.000000,1.688256787710e-04
1.800000,1.000000,1.810453755268e-04
0.000000,1.100000,5.532284499167e-13
0.050000,1.100000,2.256320400563e-12
0.100000,1.100000,8.413151215298e-12
0.150000,1.100000,3.223547651648e-11
0.200000,1.100000,1.406222225841e-10
0.250000,1.100000,5.278408231348e-10
0.300000,1.100000,2.157002362890e-09
0.350000,1.100000,8.370747650234e-09
0.400000,1.100000,3.563313514330e-08
0.450000,1.100000,9.744663982121e-08
0.500000,1.100000,6.607708006978e-07
0.550000,1.100000,1.831937319100e-06
0.600000,1.100000,3.430659149262e-06
0.650000,1.100000,5.557661064382e-06
0.700000,1.100000,8.285459418250e-06
0.750000,1.100000,1.141928077791e-05
0.800000,1.100000,1.551788234041e-05
0.850000,1.100000,1.968941613694e-05
0.900000,1.100000,2.405369416674e-05
0.950000,1.100000,3.054320016804e-05
1.000000,1.100000,3.484509333940e-05
1.050000,1.100000,4.223494855086e-05
1.100000,1.100000,4.940495152299e-05
1.150000,1.100000,5.877130202894e-05
1.200000,1.100000,6.322027100140e-05
1.250000,1.100000,7.658063744487e-05
1.300000,1.100000,8.213211903825e-05
1.350000,1.100000,9.071749797213e-05
1.400000,1.100000,9.929858843092e-05
1.450000,1.100000,1.139109906863e-04
1.500000,1.100000,1.232359847575e-04
1.550000,1.100000,1.234445531533e-04
1.600000,1.100000,1.339887004597e-04
1.650000,1.100000,1.471274899242e-04
1.700000,1.100000,1.573758071835e-04
1.750000,1.100000,1.773056817982e-04
1.800000,1.100000,1.902928339694e-04
0.000000,1.200000,5.614350236046e-13
0.050000,1.200000,2.201231933579e-12
0.100000,1.200000,8.559408495644e-12
0.150000,1.200000,3.457427317475e-11
0.200000,1.200000,1.411204379671e-10
0.250000,1.200000,5.832400078287e-10
0.300000,1.200000,2.238706928927e-09
0.350000,1.200000,8.599432572184e-09
0.400000,1.200000,3.456516779920e-08
0.450000,1.200000,9.402890466320e-08
0.500000,1.200000,6.626620470020e-07
0.550000,1.200000,1.781525780146e-06
0.600000,1.200000,3.454613826779e-06
0.650000,1.200000,5.924902324652e-06
0.700000,1.200000,8.323382449146e-06
0.750000,1.200000,1.202315756635e-05
0.800000,1.200000,1.613992012625e-05
0.850000,1.200000,1.964579242889e-05
0.900000,1.200000,2.562926110298e-05
0.950000,1.200000,3.042092248668e-05
1.000000,1.200000,3.521452657915e-05
1.050000,1.200000,4.240742970016e-05
1.100000,1.200000,4.904805182263e-05
1.150000,1.200000,5.609504215751e-05
1.200000,1.200000,6.410696000960e-05
1.250000,1.200000,7.334000397430e-05
1.300000,1.200000,8.316260480467e-05
1.350000,1.200000,8.927765674811e-05
1.400000,1.200000,1.017737334412e-04
1.450000,1.200000,1.074350036965e-04
1.500000,1.200000,1.246095241662e-04
1.550000,1.200000,1.379073859887e-04
1.600000,1.200000,1.483221527915e-04
1.650000,1.200000,1.525022055099e-04
1.700000,1.200000,1.661140724249e-04
1.750000,1.200000,1.717388747514e-04
1.800000,1.200000,1.858623039598e-04
0.000000,1.300000,5.554435150136e-13
0.050000,1.300000,2.244174345665e-12
0.100000,1.300000,8.773412796199e-12
0.150000,1.300000,3.726524571281e-11
0.200000,1.300000,1.370480601624e-10
0.250000,1.300000,5.637773616630e-10
0.300000,1.300000,2.262597047291e-09
0.350000,1.300000,8.637347125799e-09
0.400000,1.300000,3.368626963961e-08
0.450000,1.300000,9.250904112796e-08
0.500000,1.300000,6.849263303265e-07
0.550000,1.300000,1.860810390644e-06
0.600000,1.300000,3.478837481481e-06
0.650000,1.300000,5.663141237893e-06
0.700000,1.300000,8.255149744262e-06
0.750000,1.300000,1.179470412885e-05
0.800000,1.300000,1.442412282350e-05
0.850000,1.300000,1.982960537840e-05
0.900000,1.300000,2.455831330160e-05
0.950000,1.300000,2.871093994483e-05
1.000000,1.300000,3.824292485264e-05
1.050000,1.300000,4.054658942002e-05
1.100000,1.300000,4.767916016534e-05
1.150000,1.300000,5.474563296087e-05
1.200000,1.300000,6.698932649162e-05
1.250000,1.300000,7.143895315188e-05
1.300000,1.300000,8.414469988507e-05
1.350000,1.300000,9.374974117582e-05
1.400000,1.300000,1.030825045715e-04
1.450000,1.300000,1.086395174898e-04
1.500000,1.300000,1.219613115603e-04
1.550000,1.300000,1.429898572895e-04
1.600000,1.300000,1.426581530319e-04
1.650000,1.300000,1.571536006406e-04
1.700000,1.300000,1.736423536884e-04
1.750000,1.300000,1.811433763756e-04
1.800000,1.300000,1.912382555427e-04
0.000000,1.400000,5.593081559973e-13
0.050000,1.400000,2.109102032221e-12
0.100000,1.400000,8.919336236214e-12
0.150000,1.400000,3.511211486610e-11
0.200000,1.400000,1.310050076659e-10
0.250000,1.400000,5.729893316310e-10
0.300000,1.400000,2.333299580914e-09
0.350000,1.400000,8.474411952458e-09
0.400000,1.400000,3.458345180797e-08
0.450000,1.400000,1.004229730475e-07
0.500000,1.400000,6.550356213813e-07
0.550000,1.400000,1.703510918989e-06
0.600000,1.400000,3.334503039471e-06
0.650000,1.400000,5.564821399900e-06
0.700000,1.400000,8.244482728761e-06
0.750000,1.400000,1.186655573099e-05
0.800000,1.400000,1.557577578552e-05
0.850000,1.400000,1.905837001479e-05
0.900000,1.400000,2.507601680074e-05
0.950000,1.400000,3.179454486168e-05
1.000000,1.400000,3.731092249062e-05
1.050000,1.400000,4.374997925794e-05
1.100000,1.400000,4.950675924683e-05
1.150000,1.400000,5.872798072626e-05
1.200000,1.400000,6.323905892779e-05
1.250000,1.400000,7.539192073289e-05
1.300000,1.400000,8.264419937948e-05
1.350000,1.400000,9.573793546233e-05
1.400000,1.400000,1.042095458914e-04
1.450000,1.400000,1.098647479727e-04
1.500000,1.400000,1.252849452871e-04
1.550000,1.400000,1.417139719273e-04
1.600000,1.400000,1.440241069393e-04
1.650000,1.400000,1.591875356811e-04
1.700000,1.400000,1.713124016684e-04
1.750000,1.400000,1.809674789324e-04
1.800000,1.400000,2.097327038285e-04
0.000000,1.500000,5.689366990933e-13
0.050000,1.500000,2.230626310931e-12
0.100000,1.500000,8.733405125029e-12
0.150000,1.500000,3.446396956140e-11
0.200000,1.500000,1.384146506110e-10
0.250000,1.500000,5.352441159630e-10
0.300000,1.500000,2.237427631474e-09
0.350000,1.500000,8.948387559929e-09
0.400000,1.500000,3.550530130015e-08
0.450000,1.500000,9.522113137381e-08
0.500000,1.500000,6.896201702966e-07
0.550000,1.500000,1.807736962323e-06
0.600000,1.500000,3.674993026173e-06
0.650000,1.500000,5.717489403154e-06
0.700000,1.500000,7.965321997703e-06
0.750000,1.500000,1.184754612466e-05
0.800000,1.500000,1.642477363460e-05
0.850000,1.500000,2.028955006668e-05
0.900000,1.500000,2.543018587553e-05
0.950000,1.500000,3.022943566890e-05
1.000000,1.500000,3.408627505113e-05
1.050000,1.500000,4.041141100697e-05
1.100000,1.500000,4.788428890001e-05
1.150000,1.500000,5.706919030962e-05
1.200000,1.500000,6.601408206347e-05
1.250000,1.500000,7.560437226822e-05
1.300000,1.500000,8.240205395680e-05
1.350000,1.500000,9.568459748164e-05
1.400000,1.500000,1.023801626975e-04
1.450000,1.500000,1.116617002272e-04
1.500000,1.500000,1.286328447113e-04
1.550000,1.500000,1.335522468597e-04
1.600000,1.500000,1.379163271956e-04
1.650000,1.500000,1.575464733402e-04
1.700000,1.500000,1.766262273345e-04
1.750000,1.500000,1.733726630297e-04
1.800000,1.500000,2.025412773461e-04
0.000000,1.600000,5.415722854613e-13
0.050000,1.600000,2.086498761931e-12
0.100000,1.600000,8.292928212936e-12
0.150000,1.600000,3.404221938350e-11
0.200000,1.600000,1.351870642615e-10
0.250000,1.600000,5.681964190562e-10
0.300000,1.600000,2.202861838096e-09
0.350000,1.600000,8.270400385468e-09
0.400000,1.600000,3.365178725028e-08
0.450000,1.600000,9.927809546884e-08
0.500000,1.600000,7.316545823530e-07
0.550000,1.600000,1.846486335162e-06
0.600000,1.600000,3.531969852878e-06
0.650000,1.600000,6.041195126091e-06
0.700000,1.600000,8.461443048474e-06
0.750000,1.600000,1.165264216214e-05
0.800000,1.600000,1.494782360730e-05
0.850000,1.600000,1.966421731288e-05
0.900000,1.600000,2.656392943451e-05
0.950000,1.600000,2.907045715571e-05
1.000000,1.600000,3.634340029217e-05
1.050000,1.600000,4.109187794620e-05
1.100000,1.600000,5.013205069313e-05
1.150000,1.600000,5.910639668810e-05
1.200000,1.600000,6.522866561168e-05
1.250000,1.600000,7.604935130729e-05
1.300000,1.600000,8.546353543828e-05
1.350000,1.600000,9.467032432075e-05
1.400000,1.600000,1.092035151129e-04
1.450000,1.600000,1.172858313170e-04
1.500000,1.600000,1.248239721984e-04
1.550000,1.600000,1.351170967913e-04
1.600000,1.600000,1.466136526437e-04
1.650000,1.600000,1.657425347808e-04
1.700000,1.600000,1.752370674907e-04
1.750000,1.600000,2.073408635453e-04
1.800000,1.600000,2.173636274454e-04
0.000000,1.700000,5.434857783699e-13
0.050000,1.700000,2.156328849736e-12
0.100000,1.700000,9.121037235890e-12
0.150000,1.700000,3.262159739716e-11
0.200000,1.700000,1.355751302978e-10
0.250000,1.700000,5.629508478821e-10
0.300000,1.700000,2.119432855763e-09
0.350000,1.700000,8.548909117740e-09
0.400000,1.700000,3.416396647298e-08
0.450000,1.700000,9.960515419704e-08
0.500000,1.700000,6.972708783365e-07
0.550000,1.700000,1.855902569744e-06
0.600000,1.700000,3.578743741208e-06
0.650000,1.700000,5.744807364229e-06
0.700000,1.700000,8.794581623997e-06
0.750000,1.700000,1.156006120527e-05
0.800000,1.700000,1.500672562464e-05
0.850000,1.700000,1.902024385945e-05
0.900000,1.700000,2.381180650829e-05
0.950000,1.700000,2.997843099422e-05
1.000000,1.700000,3.764489028730e-05
1.050000,1.700000,4.328924654647e-05
1.100000,1.700000,4.927756039708e-05
1.150000,1.700000,5.599335458176e-05
1.200000,1.700000,6.497229087941e-05
1.250000,1.700000,7.384593954753e-05
1.300000,1.700000,8.260997601496e-05
1.350000,1.700000,8.989411320011e-05
1.400000,1.700000,1.027265418052e-04
1.450000,1.700000,1.186741926600e-04
1.500000,1.700000,1.185617577192e-04
1.550000,1.700000,1.375472065096e-04
1.600000,1.700000,1.417604412193e-04
1.650000,1.700000,1.650535456038e-04
1.700000,1.700000,1.738244091926e-04
1.750000,1.700000,1.802847287312e-04
1.800000,1.700000,2.072525788281e-04
0.000000,1.800000,5.776461130807e-13
0.050000,1.800000,2.184851477925e-12
0.100000,1.800000,8.977594537348e-12
0.150000,1.800000,3.444384191632e-11
0.200000,1.800000,1.288108128360e-10
0.250000,1.800000,5.552309296018e-10
0.300000,1.800000,2.151065024992e-09
0.350000,1.800000,8.299921339614e-09
0.400000,1.800000,3.534831807238e-08
0.450000,1.800000,9.894786482911e-08
0.500000,1.800000,6.866904327882e-07
0.550000,1.800000,1.890702225481e-06
0.600000,1.800000,3.440403864660e-06
0.650000,1.800000,5.878484039587e-06
0.700000,1.800000,8.307865498824e-06
0.750000,1.800000,1.206177397240e-05
0.800000,1.800000,1.522832821032e-05
0.850000,1.800000,2.107491325217e-05
0.900000,1.800000,2.530593003665e-05
0.950000,1.800000,3.196295547589e-05
1.000000,1.800000,3.577395633604e-05
1.050000,1.800000,4.264857627760e-05
1.100000,1.800000,5.168733934396e-05
1.150000,1.800000,5.349642761390e-05
1.200000,1.800000,6.422685580798e-05
1.250000,1.800000,7.745398626446e-05
1.300000,1.800000,8.559564613337e-05
1.350000,1.800000,9.708331980188e-05
1.400000,1.800000,1.037152995484e-04
1.450000,1.800000,1.176113410318e-04
1.500000,1.800000,1.243804030813e-04
1.550000,1.800000,1.335698199023e-04
1.600000,1.800000,1.442478369275e-04
